Object,Julian Date,UT,Magnitude Qualifier,Magnitude,Magnitude Error,Observer Name,Method,Equipment,Filter,Chart / Sequence,Visual Estimates,CCD Measurement Data: Measurement Type;Star Type;Star Id;Measured Mag;Measured Error;Reference Mag;Reference Error,Observation_Id
"GAMMA CAS","2451405.451300","14 Aug 1999 22:49:52.320000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322370"
"GAMMA CAS","2451405.410400","14 Aug 1999 21:50:58.560000","Equal","1.9900","","S Godwin","Visual","NE","No Filter","2,1","A-2;C+3",": ","322369"
"GAMMA CAS","2451405.402700","14 Aug 1999 21:39:53.280000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322368"
"GAMMA CAS","2451403.569400","13 Aug 1999 01:39:56.160000","Equal","1.9900","","S Godwin","Visual","NE","No Filter","2,1","A-2;C+3",": ","322367"
"GAMMA CAS","2451396.447900","5 Aug 1999 22:44:58.560000","Equal","2.2800","","M Clarke","Visual","NE","No Filter","2,1","=C","","322366"
"GAMMA CAS","2451396.434000","5 Aug 1999 22:24:57.600000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322365"
"GAMMA CAS","2451396.411100","5 Aug 1999 21:51:59.040000","Equal","2.2000","","K Darbyshire","Visual","NE","No Filter","-","?","","322364"
"GAMMA CAS","2451396.406300","5 Aug 1999 21:45:04.320000","Equal","1.9000","","I A Middlemist","Visual","NE","No Filter","64.01","C+4","","2270681"
"GAMMA CAS","2451392.431200","1 Aug 1999 22:20:55.680000","Equal","2.1500","","M Barrett","Visual","NE","No Filter","2,1","C+1;gamma Cyg+1",": ","322363"
"GAMMA CAS","2451390.423600","30 Jul 1999 22:09:59.040000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322362"
"GAMMA CAS","2451387.454800","27 Jul 1999 22:54:54.720000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322361"
"GAMMA CAS","2451386.504800","27 Jul 1999 00:06:54.720000","Equal","2.2000","","K Darbyshire","Visual","NE","No Filter","-","?","","322360"
"GAMMA CAS","2451384.440900","24 Jul 1999 22:34:53.760000","Equal","2.2300","","S W Albrighton","Visual","NE","No Filter","1","B(3)V(1)C","","322359"
"GAMMA CAS","2451383.513800","24 Jul 1999 00:19:52.320000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322358"
"GAMMA CAS","2451383.444400","23 Jul 1999 22:39:56.160000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322357"
"GAMMA CAS","2451383.416000","23 Jul 1999 21:59:02.400000","Equal","2.1000","","L K Brundle","Visual","not rec.","No Filter","64.01","C+2;D+2",": ","2270201"
"GAMMA CAS","2451382.593000","23 Jul 1999 02:13:55.200000","Equal","2.0900","","S Godwin","Visual","NE","No Filter","2,1","A-3;C+2",": ","322356"
"GAMMA CAS","2451382.559000","23 Jul 1999 01:24:57.600000","Equal","2.2300","","S W Albrighton","Visual","NE","No Filter","1","B(3)V(1)C","","322355"
"GAMMA CAS","2451380.527700","21 Jul 1999 00:39:53.280000","Equal","2.2300","","S W Albrighton","Visual","NE","No Filter","1","B(3)V(1)C","","322354"
"GAMMA CAS","2451377.458300","17 Jul 1999 22:59:57.120000","Equal","2.1800","","S Godwin","Visual","NE","No Filter","2,1","B-2;C+2",": ","322353"
"GAMMA CAS","2451377.447900","17 Jul 1999 22:44:58.560000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322352"
"GAMMA CAS","2451376.500000","17 Jul 1999 00:00:00.000000","Equal","2.2800","","M Clarke","Visual","NE","No Filter","2,1","=C","","322351"
"GAMMA CAS","2451376.489500","16 Jul 1999 23:44:52.800000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322350"
"GAMMA CAS","2451376.475600","16 Jul 1999 23:24:51.840000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322349"
"GAMMA CAS","2451372.500000","13 Jul 1999 00:00:00.000000","Equal","2.2000","","K Darbyshire","Visual","NE","No Filter","-","?","","322348"
"GAMMA CAS","2451371.559000","12 Jul 1999 01:24:57.600000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322347"
"GAMMA CAS","2451371.454800","11 Jul 1999 22:54:54.720000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322346"
"GAMMA CAS","2451370.500000","11 Jul 1999 00:00:00.000000","Equal","2.2800","","M Clarke","Visual","NE","No Filter","2,1","=C","","322345"
"GAMMA CAS","2451369.472900","9 Jul 1999 23:20:58.560000","Equal","2.2000","","L K Brundle","Visual","not rec.","No Filter","64.01","C+1;D+2",": ","2270200"
"GAMMA CAS","2451369.470100","9 Jul 1999 23:16:56.640000","Equal","2.2200","","S Godwin","Visual","NE","No Filter","2,1","B-2;C+1",": ","322344"
"GAMMA CAS","2451369.458300","9 Jul 1999 22:59:57.120000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322343"
"GAMMA CAS","2451368.461800","8 Jul 1999 23:04:59.520000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322342"
"GAMMA CAS","2451366.527700","7 Jul 1999 00:39:53.280000","Equal","2.1800","","E H Horsley","Visual","NE","No Filter","2,1","C+1","","322341"
"GAMMA CAS","2451365.454800","5 Jul 1999 22:54:54.720000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322340"
"GAMMA CAS","2451364.500000","5 Jul 1999 00:00:00.000000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322339"
"GAMMA CAS","2451363.482600","3 Jul 1999 23:34:56.640000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322338"
"GAMMA CAS","2451357.559000","28 Jun 1999 01:24:57.600000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322337"
"GAMMA CAS","2451355.586800","26 Jun 1999 02:04:59.520000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322336"
"GAMMA CAS","2451355.538100","26 Jun 1999 00:54:51.840000","Equal","2.2000","","K Darbyshire","Visual","NE","No Filter","-","?","","322335"
"GAMMA CAS","2451355.503400","26 Jun 1999 00:04:53.760000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322334"
"GAMMA CAS","2451355.480500","25 Jun 1999 23:31:55.200000","Equal","2.1100","","L K Brundle","Visual","NE","No Filter","1","C+2;D+3",": ","322333"
"GAMMA CAS","2451355.444400","25 Jun 1999 22:39:56.160000","Equal","2.2800","","M Clarke","Visual","NE","No Filter","2,1","=C","","322332"
"GAMMA CAS","2451353.423600","23 Jun 1999 22:09:59.040000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322331"
"GAMMA CAS","2451350.447900","20 Jun 1999 22:44:58.560000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322330"
"GAMMA CAS","2451348.500600","19 Jun 1999 00:00:51.840000","Equal","2.2100","","L K Brundle","Visual","NE","No Filter","1","C+1;D+2",": ","322329"
"GAMMA CAS","2451348.479100","18 Jun 1999 23:29:54.240000","Equal","2.2800","","M Clarke","Visual","NE","No Filter","2,1","=C","","322328"
"GAMMA CAS","2451347.493000","17 Jun 1999 23:49:55.200000","Equal","2.1800","","J Meacham","Visual","B20X60","No Filter","1","B(1)V(1)C","","322327"
"GAMMA CAS","2451343.503400","14 Jun 1999 00:04:53.760000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322326"
"GAMMA CAS","2451338.559000","9 Jun 1999 01:24:57.600000","Equal","2.2000","","K Darbyshire","Visual","NE","No Filter","-","?","","322325"
"GAMMA CAS","2451338.506900","9 Jun 1999 00:09:56.160000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322324"
"GAMMA CAS","2451338.458300","8 Jun 1999 22:59:57.120000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322323"
"GAMMA CAS","2451338.447900","8 Jun 1999 22:44:58.560000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322322"
"GAMMA CAS","2451334.565900","5 Jun 1999 01:34:53.760000","Equal","2.2800","","M Clarke","Visual","NE","No Filter","2,1","=C","","322321"
"GAMMA CAS","2451334.538100","5 Jun 1999 00:54:51.840000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322320"
"GAMMA CAS","2451334.468700","4 Jun 1999 23:14:55.680000","Equal","2.1800","","L Green","Visual","NE","No Filter","2,1","C+1","","322319"
"GAMMA CAS","2451327.485400","28 May 1999 23:38:58.560000","Equal","2.1800","","L K Brundle","Visual","NE","No Filter","1","C+1","","322318"
"GAMMA CAS","2451327.454800","28 May 1999 22:54:54.720000","Equal","2.2800","","M Clarke","Visual","NE","No Filter","2,1","=C","","322317"
"GAMMA CAS","2451327.454100","28 May 1999 22:53:54.240000","Equal","2.1800","","M Barrett","Visual","NE","No Filter","2,1","C+1","","322316"
"GAMMA CAS","2451325.579800","27 May 1999 01:54:54.720000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322315"
"GAMMA CAS","2451324.517300","26 May 1999 00:24:54.720000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322314"
"GAMMA CAS","2451324.454800","25 May 1999 22:54:54.720000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322313"
"GAMMA CAS","2451321.505500","23 May 1999 00:07:55.200000","Equal","2.2100","","L K Brundle","Visual","NE","No Filter","1","C+1;D+2",": ","322312"
"GAMMA CAS","2451319.590200","21 May 1999 02:09:53.280000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322311"
"GAMMA CAS","2451319.517300","21 May 1999 00:24:54.720000","Equal","2.1800","","E H Horsley","Visual","NE","No Filter","2,1","C+1","","322310"
"GAMMA CAS","2451316.416600","17 May 1999 21:59:54.240000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322309"
"GAMMA CAS","2451315.409700","16 May 1999 21:49:58.080000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322308"
"GAMMA CAS","2451313.458300","14 May 1999 22:59:57.120000","Equal","2.1800","","L Green","Visual","NE","No Filter","2,1","C+1","","322307"
"GAMMA CAS","2451311.409700","12 May 1999 21:49:58.080000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322306"
"GAMMA CAS","2451309.430500","10 May 1999 22:19:55.200000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322305"
"GAMMA CAS","2451302.392300","3 May 1999 21:24:54.720000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322304"
"GAMMA CAS","2451299.427700","30 Apr 1999 22:15:53.280000","Equal","2.2800","","M Barrett","Visual","NE","No Filter","2,1","=C","","322303"
"GAMMA CAS","2451296.597200","28 Apr 1999 02:19:58.080000","Equal","2.2100","","S W Albrighton","Visual","NE","No Filter","1","B(2)V(1)C","","322302"
"GAMMA CAS","2451296.392300","27 Apr 1999 21:24:54.720000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322301"
"GAMMA CAS","2451293.575000","25 Apr 1999 01:48:00.000000","Equal","2.2100","","L K Brundle","Visual","NE","No Filter","1","C+1;D+2",": ","322300"
"GAMMA CAS","2451289.420100","20 Apr 1999 22:04:56.640000","Equal","2.0000","","I A Middlemist","Visual","NE","No Filter","64.01","C+3","","2270680"
"GAMMA CAS","2451287.584700","19 Apr 1999 02:01:58.080000","Equal","1.9800","","S Godwin","Visual","NE","No Filter","2,1","C+3","","322299"
"GAMMA CAS","2451287.395800","18 Apr 1999 21:29:57.120000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322298"
"GAMMA CAS","2451287.388800","18 Apr 1999 21:19:52.320000","Equal","2.1800","","L Green","Visual","NE","No Filter","2,1","C+1","","322297"
"GAMMA CAS","2451286.375000","17 Apr 1999 21:00:00.000000","Equal","2.1800","","M D Taylor","Visual","NE","No Filter","1","C+1","","322296"
"GAMMA CAS","2451285.385400","16 Apr 1999 21:14:58.560000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322295"
"GAMMA CAS","2451285.378400","16 Apr 1999 21:04:53.760000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322294"
"GAMMA CAS","2451283.395800","14 Apr 1999 21:29:57.120000","Equal","2.2000","","K Darbyshire","Visual","NE","No Filter","-","?","","322293"
"GAMMA CAS","2451279.564500","11 Apr 1999 01:32:52.800000","Equal","2.1100","","L K Brundle","Visual","NE","No Filter","1","C+2;D+3",": ","322292"
"GAMMA CAS","2451279.395800","10 Apr 1999 21:29:57.120000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322291"
"GAMMA CAS","2451279.350000","10 Apr 1999 20:24:00.000000","Equal","2.1000","","B H Granslo","Visual","","No Filter","-","?","","322290"
"GAMMA CAS","2451278.402700","9 Apr 1999 21:39:53.280000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322289"
"GAMMA CAS","2451278.364500","9 Apr 1999 20:44:52.800000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322288"
"GAMMA CAS","2451276.451300","7 Apr 1999 22:49:52.320000","Equal","2.2100","","S W Albrighton","Visual","NE","No Filter","1","B(2)V(1)C","","322287"
"GAMMA CAS","2451276.440200","7 Apr 1999 22:33:53.280000","Equal","2.3800","","M Barrett","Visual","NE","No Filter","2,1","C-1","","322286"
"GAMMA CAS","2451276.405500","7 Apr 1999 21:43:55.200000","Equal","2.1800","","E H Horsley","Visual","NE","No Filter","2,1","C+1","","322285"
"GAMMA CAS","2451272.436100","3 Apr 1999 22:27:59.040000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322284"
"GAMMA CAS","2451272.400000","3 Apr 1999 21:36:00.000000","Equal","2.1000","","A R Baransky","Visual","","No Filter","-","?","","322283"
"GAMMA CAS","2451271.666600","3 Apr 1999 03:59:54.240000","Equal","2.2300","","S W Albrighton","Visual","NE","No Filter","1","B(3)V(1)C","","322282"
"GAMMA CAS","2451271.420000","2 Apr 1999 22:04:48.000000","Equal","2.2000","","B H Granslo","Visual","","No Filter","-","?","","322281"
"GAMMA CAS","2451271.381900","2 Apr 1999 21:09:56.160000","Equal","2.1800","","J Meacham","Visual","B20X60","No Filter","1","B(1)V(1)C","","322280"
"GAMMA CAS","2451267.534700","30 Mar 1999 00:49:58.080000","Equal","2.2100","","S W Albrighton","Visual","NE","No Filter","1","B(2)V(1)C","","322279"
"GAMMA CAS","2451265.327000","27 Mar 1999 19:50:52.800000","Equal","2.0900","","L K Brundle","Visual","NE","No Filter","1","A-3;C+2",": ","322278"
"GAMMA CAS","2451256.400000","18 Mar 1999 21:36:00.000000","Equal","2.1000","","A R Baransky","Visual","","No Filter","-","?","","322277"
"GAMMA CAS","2451256.399300","18 Mar 1999 21:34:59.520000","Equal","2.1800","","E H Horsley","Visual","NE","No Filter","2,1","C+1","","322276"
"GAMMA CAS","2451256.350000","18 Mar 1999 20:24:00.000000","Equal","2.1400","","L K Brundle","Visual","NE","No Filter","1","A-4;C+2",": ","322275"
"GAMMA CAS","2451255.322900","17 Mar 1999 19:44:58.560000","Equal","2.1800","","J Meacham","Visual","B20X60","No Filter","1","B(1)V(1)C","","322274"
"GAMMA CAS","2451255.319400","17 Mar 1999 19:39:56.160000","Equal","2.2800","","M D Taylor","Visual","NE","No Filter","1","=C","","322273"
"GAMMA CAS","2451254.357600","16 Mar 1999 20:34:56.640000","Equal","2.2100","","S W Albrighton","Visual","NE","No Filter","1","B(2)V(1)C","","322272"
"GAMMA CAS","2451253.393000","15 Mar 1999 21:25:55.200000","Equal","2.2700","","M Barrett","Visual","NE","No Filter","2,1","=C;beta UMa+1",": ","322271"
"GAMMA CAS","2451251.440900","13 Mar 1999 22:34:53.760000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322270"
"GAMMA CAS","2451251.420100","13 Mar 1999 22:04:56.640000","Equal","2.0000","","I A Middlemist","Visual","NE","No Filter","64.01","C+3","","2270679"
"GAMMA CAS","2451251.375000","13 Mar 1999 21:00:00.000000","Equal","2.1800","","J Meacham","Visual","B20X60","No Filter","1","B(1)V(1)C","","322269"
"GAMMA CAS","2451251.337500","13 Mar 1999 20:06:00.000000","Equal","2.0900","","L K Brundle","Visual","NE","No Filter","1","A-3;C+2",": ","322268"
"GAMMA CAS","2451251.319400","13 Mar 1999 19:39:56.160000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322267"
"GAMMA CAS","2451248.670000","11 Mar 1999 04:04:48.000000","Equal","2.2000","","B H Granslo","Visual","","No Filter","-","?","","322266"
"GAMMA CAS","2451248.443000","10 Mar 1999 22:37:55.200000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322265"
"GAMMA CAS","2451248.409700","10 Mar 1999 21:49:58.080000","Equal","2.2000","","K Darbyshire","Visual","NE","No Filter","-","?","","322264"
"GAMMA CAS","2451248.388800","10 Mar 1999 21:19:52.320000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322263"
"GAMMA CAS","2451248.343700","10 Mar 1999 20:14:55.680000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322262"
"GAMMA CAS","2451248.319400","10 Mar 1999 19:39:56.160000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322261"
"GAMMA CAS","2451247.369400","9 Mar 1999 20:51:56.160000","Equal","2.2800","","M Barrett","Visual","NE","No Filter","2,1","=C","","322260"
"GAMMA CAS","2451247.309700","9 Mar 1999 19:25:58.080000","Equal","2.0900","","L K Brundle","Visual","NE","No Filter","1","A-3;C+2",": ","322259"
"GAMMA CAS","2451242.440900","4 Mar 1999 22:34:53.760000","Equal","2.0900","","S Godwin","Visual","NE","No Filter","2,1","A-3;C+2",": ","322258"
"GAMMA CAS","2451241.302000","3 Mar 1999 19:14:52.800000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322257"
"GAMMA CAS","2451240.472200","2 Mar 1999 23:19:58.080000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322256"
"GAMMA CAS","2451238.384700","28 Feb 1999 21:13:58.080000","Equal","1.9900","","S Godwin","Visual","NE","No Filter","2,1","A-2;C+3",": ","322255"
"GAMMA CAS","2451237.333300","27 Feb 1999 19:59:57.120000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322254"
"GAMMA CAS","2451237.319400","27 Feb 1999 19:39:56.160000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322253"
"GAMMA CAS","2451237.295100","27 Feb 1999 19:04:56.640000","Equal","2.1900","","L K Brundle","Visual","NE","No Filter","1","A-4;C+1",": ","322252"
"GAMMA CAS","2451232.386800","22 Feb 1999 21:16:59.520000","Equal","2.1900","","L K Brundle","Visual","NE","No Filter","1","A-4;C+1",": ","322251"
"GAMMA CAS","2451232.385400","22 Feb 1999 21:14:58.560000","Equal","2.2100","","S W Albrighton","Visual","NE","No Filter","1","B(2)V(1)C","","322250"
"GAMMA CAS","2451232.382600","22 Feb 1999 21:10:56.640000","Equal","2.1800","","E H Horsley","Visual","NE","No Filter","2,1","C+1","","322249"
"GAMMA CAS","2451231.444400","21 Feb 1999 22:39:56.160000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322248"
"GAMMA CAS","2451226.375000","16 Feb 1999 21:00:00.000000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322247"
"GAMMA CAS","2451226.312500","16 Feb 1999 19:30:00.000000","Equal","2.2800","","T Markham","Visual","NE","No Filter","2,1","=C","","322246"
"GAMMA CAS","2451223.427000","13 Feb 1999 22:14:52.800000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322245"
"GAMMA CAS","2451223.334000","13 Feb 1999 20:00:57.600000","Equal","2.2700","","M Barrett","Visual","NE","No Filter","2,1","=C;beta UMa+1",": ","322244"
"GAMMA CAS","2451223.275600","13 Feb 1999 18:36:51.840000","Equal","2.2200","","L K Brundle","Visual","NE","No Filter","1","A-3;B-2;=C",": : ","322243"
"GAMMA CAS","2451220.336800","10 Feb 1999 20:04:59.520000","Equal","2.2800","","M Clarke","Visual","NE","No Filter","2,1","=C","","322242"
"GAMMA CAS","2451219.369400","9 Feb 1999 20:51:56.160000","Equal","2.1800","","M Barrett","Visual","NE","No Filter","2,1","C+1","","322241"
"GAMMA CAS","2451219.294400","9 Feb 1999 19:03:56.160000","Equal","1.8000","","S Jenner","Visual","NE","No Filter","2,1","=A","","322240"
"GAMMA CAS","2451219.292300","9 Feb 1999 19:00:54.720000","Equal","2.2200","","L K Brundle","Visual","NE","No Filter","1","A-3;B-2;=C",": : ","322239"
"GAMMA CAS","2451218.427000","8 Feb 1999 22:14:52.800000","Equal","2.3000","","K Darbyshire","Visual","NE","No Filter","-","?","","322238"
"GAMMA CAS","2451218.395800","8 Feb 1999 21:29:57.120000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322237"
"GAMMA CAS","2451218.388100","8 Feb 1999 21:18:51.840000","Equal","2.0900","","S Godwin","Visual","NE","No Filter","2,1","A-3;C+2",": ","322236"
"GAMMA CAS","2451218.340200","8 Feb 1999 20:09:53.280000","Equal","2.2800","","L Green","Visual","NE","No Filter","2,1","=C","","322235"
"GAMMA CAS","2451218.291700","8 Feb 1999 19:00:02.880000","Equal","2.0000","","I A Middlemist","Visual","NE","No Filter","64.01","C+3","","2270678"
"GAMMA CAS","2451218.274300","8 Feb 1999 18:34:59.520000","Equal","2.2100","","S W Albrighton","Visual","NE","No Filter","1","B(2)V(1)C","","322234"
"GAMMA CAS","2451217.333300","7 Feb 1999 19:59:57.120000","Equal","2.1800","","J Meacham","Visual","B20X60","No Filter","1","B(1)V(1)C","","322233"
"GAMMA CAS","2451216.487500","6 Feb 1999 23:42:00.000000","Equal","2.1800","","E H Horsley","Visual","NE","No Filter","2,1","C+1","","322232"
"GAMMA CAS","2451216.436800","6 Feb 1999 22:28:59.520000","Equal","2.1800","","M D Taylor","Visual","NE","No Filter","1","C+1","","322231"
"GAMMA CAS","2451215.459700","5 Feb 1999 23:01:58.080000","Equal","2.2800","","M Clarke","Visual","NE","No Filter","2,1","=C","","322230"
"GAMMA CAS","2451215.439500","5 Feb 1999 22:32:52.800000","Equal","2.1800","","M Barrett","Visual","NE","No Filter","2,1","C+1","","322229"
"GAMMA CAS","2451215.378400","5 Feb 1999 21:04:53.760000","Equal","2.0900","","L K Brundle","Visual","NE","No Filter","1","A-3;C+2",": ","322228"
"GAMMA CAS","2451214.385400","4 Feb 1999 21:14:58.560000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322227"
"GAMMA CAS","2451214.284000","4 Feb 1999 18:48:57.600000","Equal","2.1800","","M D Taylor","Visual","NE","No Filter","1","C+1","","322226"
"GAMMA CAS","2451211.409000","1 Feb 1999 21:48:57.600000","Equal","2.1800","","M D Taylor","Visual","NE","No Filter","1","C+1","","322225"
"GAMMA CAS","2451207.323600","28 Jan 1999 19:45:59.040000","Equal","2.1500","","L K Brundle","Visual","NE","No Filter","1","A-3;B-1;C+1",": : ","322224"
"GAMMA CAS","2451205.722200","27 Jan 1999 05:19:58.080000","Equal","2.2300","","S W Albrighton","Visual","NE","No Filter","1","B(3)V(1)C","","322223"
"GAMMA CAS","2451205.447200","26 Jan 1999 22:43:58.080000","Equal","1.9900","","S Godwin","Visual","NE","No Filter","2,1","A-2;C+3",": ","322222"
"GAMMA CAS","2451205.430500","26 Jan 1999 22:19:55.200000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322221"
"GAMMA CAS","2451202.447900","23 Jan 1999 22:44:58.560000","Equal","2.0900","","L Green","Visual","NE","No Filter","2,1","C+1;A-2",": ","322220"
"GAMMA CAS","2451201.288200","22 Jan 1999 18:55:00.480000","Equal","2.1000","","I A Middlemist","Visual","NE","No Filter","64.01","C+2","","2270677"
"GAMMA CAS","2451201.270800","22 Jan 1999 18:29:57.120000","Equal","2.1800","","L K Brundle","Visual","NE","No Filter","1","A-3;B-2;C+1",": : ","322219"
"GAMMA CAS","2451200.479100","21 Jan 1999 23:29:54.240000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322218"
"GAMMA CAS","2451200.277700","21 Jan 1999 18:39:53.280000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322217"
"GAMMA CAS","2451199.770800","21 Jan 1999 06:29:57.120000","Equal","2.1800","","E H Horsley","Visual","NE","No Filter","2,1","C+1","","322216"
"GAMMA CAS","2451199.486100","20 Jan 1999 23:39:59.040000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322215"
"GAMMA CAS","2451199.455500","20 Jan 1999 22:55:55.200000","Equal","2.1800","","M D Taylor","Visual","NE","No Filter","1","C+1","","322214"
"GAMMA CAS","2451199.427000","20 Jan 1999 22:14:52.800000","Equal","2.3000","","K Darbyshire","Visual","NE","No Filter","-","?","","322213"
"GAMMA CAS","2451198.455000","19 Jan 1999 22:55:00","Equal","2.2000","","R B I Fraser","Visual","NE","No Filter","64.01","C+1","","3871090"
"GAMMA CAS","2451196.444400","17 Jan 1999 22:39:56.160000","Equal","2.1800","","M Barrett","Visual","NE","No Filter","2,1","C+1","","322212"
"GAMMA CAS","2451196.347900","17 Jan 1999 20:20:58.560000","Equal","2.1800","","M D Taylor","Visual","NE","No Filter","1","C+1","","322211"
"GAMMA CAS","2451196.301300","17 Jan 1999 19:13:52.320000","Equal","2.1800","","L K Brundle","Visual","NE","No Filter","1","A-4;B-1;C+1",": : ","322210"
"GAMMA CAS","2451196.284700","17 Jan 1999 18:49:58.080000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322209"
"GAMMA CAS","2451192.723600","14 Jan 1999 05:21:59.040000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322208"
"GAMMA CAS","2451191.346500","12 Jan 1999 20:18:57.600000","Equal","2.1800","","E H Horsley","Visual","NE","No Filter","2,1","C+1","","322207"
"GAMMA CAS","2451190.347200","11 Jan 1999 20:19:58.080000","Equal","2.0700","","J Meacham","Visual","B20X60","No Filter","1","=B","","322206"
"GAMMA CAS","2451188.548600","10 Jan 1999 01:09:59.040000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322205"
"GAMMA CAS","2451188.479100","9 Jan 1999 23:29:54.240000","Equal","2.0900","","L Green","Visual","NE","No Filter","2,1","A-2;C+1",": ","322204"
"GAMMA CAS","2451188.439500","9 Jan 1999 22:32:52.800000","Equal","2.1400","","L K Brundle","Visual","NE","No Filter","1","A-3;C+1",": ","322203"
"GAMMA CAS","2451188.420100","9 Jan 1999 22:04:56.640000","Equal","2.1000","","I A Middlemist","Visual","NE","No Filter","64.01","C+2","","2270676"
"GAMMA CAS","2451188.395800","9 Jan 1999 21:29:57.120000","Equal","2.2800","","M Clarke","Visual","NE","No Filter","2,1","=C","","322202"
"GAMMA CAS","2451188.319400","9 Jan 1999 19:39:56.160000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322201"
"GAMMA CAS","2451187.418700","8 Jan 1999 22:02:55.680000","Equal","2.2000","","K Darbyshire","Visual","NE","No Filter","-","?","","322200"
